RAWX,RAWY,CCDNR,REV1,REV2
583,531,1,1130,4110
583,532,1,1130,4110
583,533,1,1130,4110
583,534,1,1130,4110
583,535,1,1130,4110
583,536,1,1130,4110
583,537,1,1130,4110
583,538,1,1130,4110
583,539,1,1130,4110
583,540,1,1130,4110
583,541,1,1130,4110
583,542,1,1130,4110
583,543,1,1130,4110
583,544,1,1130,4110
583,545,1,1130,4110
583,546,1,1130,4110
583,547,1,1130,4110
583,548,1,1130,4110
583,549,1,1130,4110
583,550,1,1130,4110
583,551,1,1130,4110
583,552,1,1130,4110
583,553,1,1130,4110
583,554,1,1130,4110
583,555,1,1130,4110
583,556,1,1130,4110
583,557,1,1130,4110
583,558,1,1130,4110
583,559,1,1130,4110
583,560,1,1130,4110
583,561,1,1130,4110
583,562,1,1130,4110
583,563,1,1130,4110
583,564,1,1130,4110
583,565,1,1130,4110
583,566,1,1130,4110
583,567,1,1130,4110
583,568,1,1130,4110
583,569,1,1130,4110
583,570,1,1130,4110
583,571,1,1130,4110
583,572,1,1130,4110
583,573,1,1130,4110
583,574,1,1130,4110
583,575,1,1130,4110
583,576,1,1130,4110
583,577,1,1130,4110
583,578,1,1130,4110
583,579,1,1130,4110
583,580,1,1130,4110
583,581,1,1130,4110
583,582,1,1130,4110
583,583,1,1130,4110
583,584,1,1130,4110
583,585,1,1130,4110
583,586,1,1130,4110
583,587,1,1130,4110
583,588,1,1130,4110
583,589,1,1130,4110
583,590,1,1130,4110
583,591,1,1130,4110
583,592,1,1130,4110
583,593,1,1130,4110
583,594,1,1130,4110
583,595,1,1130,4110
583,596,1,1130,4110
583,597,1,1130,4110
583,598,1,1130,4110
583,599,1,1130,4110
584,405,1,1130,4110
584,406,1,1130,4110
584,407,1,1130,4110
584,408,1,1130,4110
584,409,1,1130,4110
584,410,1,1130,4110
584,411,1,1130,4110
584,412,1,1130,4110
584,413,1,1130,4110
584,414,1,1130,4110
584,415,1,1130,4110
584,416,1,1130,4110
584,417,1,1130,4110
584,418,1,1130,4110
584,419,1,1130,4110
584,420,1,1130,4110
584,421,1,1130,4110
584,422,1,1130,4110
584,423,1,1130,4110
584,424,1,1130,4110
584,425,1,1130,4110
584,426,1,1130,4110
584,427,1,1130,4110
584,428,1,1130,4110
584,429,1,1130,4110
584,430,1,1130,4110
584,431,1,1130,4110
584,432,1,1130,4110
584,433,1,1130,4110
584,434,1,1130,4110
584,435,1,1130,4110
584,436,1,1130,4110
584,437,1,1130,4110
584,438,1,1130,4110
584,439,1,1130,4110
584,440,1,1130,4110
584,441,1,1130,4110
584,442,1,1130,4110
584,443,1,1130,4110
584,444,1,1130,4110
584,445,1,1130,4110
584,446,1,1130,4110
584,447,1,1130,4110
584,448,1,1130,4110
584,449,1,1130,4110
584,450,1,1130,4110
584,451,1,1130,4110
584,452,1,1130,4110
584,453,1,1130,4110
584,454,1,1130,4110
584,455,1,1130,4110
584,456,1,1130,4110
584,457,1,1130,4110
584,458,1,1130,4110
584,459,1,1130,4110
584,460,1,1130,4110
584,461,1,1130,4110
584,462,1,1130,4110
584,463,1,1130,4110
584,464,1,1130,4110
584,465,1,1130,4110
584,466,1,1130,4110
584,467,1,1130,4110
584,468,1,1130,4110
584,469,1,1130,4110
584,470,1,1130,4110
584,471,1,1130,4110
584,472,1,1130,4110
584,473,1,1130,4110
584,474,1,1130,4110
584,475,1,1130,4110
584,476,1,1130,4110
584,477,1,1130,4110
584,478,1,1130,4110
584,479,1,1130,4110
584,480,1,1130,4110
584,481,1,1130,4110
584,482,1,1130,4110
584,483,1,1130,4110
584,484,1,1130,4110
584,485,1,1130,4110
584,486,1,1130,4110
584,487,1,1130,4110
584,488,1,1130,4110
584,489,1,1130,4110
584,490,1,1130,4110
584,491,1,1130,4110
584,492,1,1130,4110
584,493,1,1130,4110
584,494,1,1130,4110
584,495,1,1130,4110
584,496,1,1130,4110
584,497,1,1130,4110
584,498,1,1130,4110
584,499,1,1130,4110
584,500,1,1130,4110
584,501,1,1130,4110
584,502,1,1130,4110
584,503,1,1130,4110
584,504,1,1130,4110
584,505,1,1130,4110
584,506,1,1130,4110
584,507,1,1130,4110
584,508,1,1130,4110
584,509,1,1130,4110
584,510,1,1130,4110
584,511,1,1130,4110
584,512,1,1130,4110
584,513,1,1130,4110
584,514,1,1130,4110
584,515,1,1130,4110
584,516,1,1130,4110
584,517,1,1130,4110
584,518,1,1130,4110
584,519,1,1130,4110
584,520,1,1130,4110
584,521,1,1130,4110
584,522,1,1130,4110
584,523,1,1130,4110
584,524,1,1130,4110
584,525,1,1130,4110
584,526,1,1130,4110
584,527,1,1130,4110
584,528,1,1130,4110
584,529,1,1130,4110
584,530,1,1130,4110
584,531,1,1130,4110
584,532,1,1130,4110
584,533,1,1130,4110
584,534,1,1130,4110
584,535,1,1130,4110
584,536,1,1130,4110
584,537,1,1130,4110
584,538,1,1130,4110
584,539,1,1130,4110
584,540,1,1130,4110
584,541,1,1130,4110
584,542,1,1130,4110
584,543,1,1130,4110
584,544,1,1130,4110
584,545,1,1130,4110
584,546,1,1130,4110
584,547,1,1130,4110
584,548,1,1130,4110
584,549,1,1130,4110
584,550,1,1130,4110
584,551,1,1130,4110
584,552,1,1130,4110
584,553,1,1130,4110
584,554,1,1130,4110
584,555,1,1130,4110
584,556,1,1130,4110
584,557,1,1130,4110
584,558,1,1130,4110
584,559,1,1130,4110
584,560,1,1130,4110
584,561,1,1130,4110
584,562,1,1130,4110
584,563,1,1130,4110
584,564,1,1130,4110
584,565,1,1130,4110
584,566,1,1130,4110
584,567,1,1130,4110
584,568,1,1130,4110
584,569,1,1130,4110
584,570,1,1130,4110
584,571,1,1130,4110
584,572,1,1130,4110
584,573,1,1130,4110
584,574,1,1130,4110
584,575,1,1130,4110
584,576,1,1130,4110
584,577,1,1130,4110
584,578,1,1130,4110
584,579,1,1130,4110
584,580,1,1130,4110
584,581,1,1130,4110
584,582,1,1130,4110
584,583,1,1130,4110
584,584,1,1130,4110
584,585,1,1130,4110
584,586,1,1130,4110
584,587,1,1130,4110
584,588,1,1130,4110
584,589,1,1130,4110
584,590,1,1130,4110
584,591,1,1130,4110
584,592,1,1130,4110
584,593,1,1130,4110
584,594,1,1130,4110
584,595,1,1130,4110
584,596,1,1130,4110
584,597,1,1130,4110
584,598,1,1130,4110
584,599,1,1130,4110
1,320,4,0,10000
1,321,4,0,10000
1,322,4,0,10000
2,320,4,0,10000
2,321,4,0,10000
2,322,4,0,10000
3,320,4,0,10000
3,321,4,0,10000
3,322,4,0,10000
392,471,4,0,10000
392,472,4,0,10000
392,473,4,0,10000
393,470,4,0,10000
393,471,4,0,10000
393,472,4,0,10000
393,473,4,0,10000
394,470,4,0,10000
394,471,4,0,10000
394,472,4,0,10000
394,473,4,0,10000
395,470,4,0,10000
395,471,4,0,10000
395,472,4,0,10000
395,473,4,0,10000
396,470,4,0,10000
396,471,4,0,10000
396,472,4,0,10000
396,473,4,0,10000
397,470,4,0,10000
397,471,4,0,10000
397,472,4,0,10000
397,473,4,0,10000
1,569,4,0,10000
1,570,4,0,10000
1,571,4,0,10000
1,572,4,0,10000
2,569,4,0,10000
2,570,4,0,10000
2,571,4,0,10000
2,572,4,0,10000
3,569,4,0,10000
3,570,4,0,10000
3,571,4,0,10000
3,572,4,0,10000
206,586,5,0,10000
206,587,5,0,10000
206,588,5,0,10000
206,589,5,0,10000
206,590,5,0,10000
206,591,5,0,10000
207,586,5,0,10000
207,587,5,0,10000
207,588,5,0,10000
207,589,5,0,10000
207,590,5,0,10000
207,591,5,0,10000
208,586,5,0,10000
208,587,5,0,10000
208,588,5,0,10000
208,589,5,0,10000
208,590,5,0,10000
208,591,5,0,10000
209,586,5,0,10000
209,587,5,0,10000
209,588,5,0,10000
209,589,5,0,10000
209,590,5,0,10000
209,591,5,0,10000
210,586,5,0,10000
210,587,5,0,10000
210,588,5,0,10000
210,589,5,0,10000
210,590,5,0,10000
210,591,5,0,10000
211,586,5,0,10000
211,587,5,0,10000
211,588,5,0,10000
211,589,5,0,10000
211,590,5,0,10000
211,591,5,0,10000
212,587,5,0,10000
212,588,5,0,10000
212,589,5,0,10000
212,590,5,0,10000
411,586,6,0,10000
411,587,6,0,10000
411,588,6,0,10000
411,589,6,0,10000
412,585,6,0,10000
412,586,6,0,10000
412,587,6,0,10000
412,588,6,0,10000
412,589,6,0,10000
412,590,6,0,10000
412,591,6,0,10000
413,585,6,0,10000
413,586,6,0,10000
413,587,6,0,10000
413,588,6,0,10000
413,589,6,0,10000
413,590,6,0,10000
413,591,6,0,10000
414,585,6,0,10000
414,586,6,0,10000
414,587,6,0,10000
414,588,6,0,10000
414,589,6,0,10000
414,590,6,0,10000
414,591,6,0,10000
415,585,6,0,10000
415,586,6,0,10000
415,587,6,0,10000
415,588,6,0,10000
415,589,6,0,10000
415,590,6,0,10000
415,591,6,0,10000
416,586,6,0,10000
416,587,6,0,10000
416,588,6,0,10000
416,589,6,0,10000
416,590,6,0,10000
416,591,6,0,10000
417,587,6,0,10000
417,588,6,0,10000
417,589,6,0,10000
417,590,6,0,10000
417,591,6,0,10000
81,596,6,0,10000
81,597,6,0,10000
81,598,6,0,10000
81,599,6,0,10000
81,600,6,0,10000
82,596,6,0,10000
82,597,6,0,10000
82,598,6,0,10000
82,599,6,0,10000
82,600,6,0,10000
83,596,6,0,10000
83,597,6,0,10000
83,598,6,0,10000
83,599,6,0,10000
83,600,6,0,10000
84,596,6,0,10000
84,597,6,0,10000
84,598,6,0,10000
84,599,6,0,10000
84,600,6,0,10000
85,597,6,0,10000
85,598,6,0,10000
85,599,6,0,10000
85,600,6,0,10000
276,173,7,0,10000
276,174,7,0,10000
276,175,7,0,10000
277,173,7,0,10000
277,174,7,0,10000
277,175,7,0,10000
278,173,7,0,10000
278,174,7,0,10000
278,175,7,0,10000
411,570,7,1084,10000
411,571,7,1084,10000
411,572,7,1084,10000
411,573,7,1084,10000
411,577,7,1084,10000
411,578,7,1084,10000
411,579,7,1084,10000
411,580,7,1084,10000
411,581,7,1084,10000
411,582,7,1084,10000
411,584,7,1084,10000
411,585,7,1084,10000
411,586,7,1084,10000
411,587,7,1084,10000
411,590,7,1084,10000
411,591,7,1084,10000
411,592,7,1084,10000
411,593,7,1084,10000
411,594,7,1084,10000
411,595,7,1084,10000
411,596,7,1084,10000
411,597,7,1084,10000
411,598,7,1084,10000
411,599,7,1084,10000
412,565,7,1084,10000
412,566,7,1084,10000
412,567,7,1084,10000
412,568,7,1084,10000
412,569,7,1084,10000
412,570,7,1084,10000
412,571,7,1084,10000
412,572,7,1084,10000
412,573,7,1084,10000
412,574,7,1084,10000
412,575,7,1084,10000
412,576,7,1084,10000
412,577,7,1084,10000
412,578,7,1084,10000
412,579,7,1084,10000
412,580,7,1084,10000
412,581,7,1084,10000
412,582,7,1084,10000
412,583,7,1084,10000
412,584,7,1084,10000
412,585,7,1084,10000
412,586,7,1084,10000
412,587,7,1084,10000
412,588,7,1084,10000
412,589,7,1084,10000
412,590,7,1084,10000
412,591,7,1084,10000
412,592,7,1084,10000
412,593,7,1084,10000
412,594,7,1084,10000
412,595,7,1084,10000
412,596,7,1084,10000
412,597,7,1084,10000
412,598,7,1084,10000
412,599,7,1084,10000
412,600,7,1084,10000
413,565,7,1084,10000
413,566,7,1084,10000
413,567,7,1084,10000
413,568,7,1084,10000
413,569,7,1084,10000
413,570,7,1084,10000
413,571,7,1084,10000
413,572,7,1084,10000
413,573,7,1084,10000
413,574,7,1084,10000
413,575,7,1084,10000
413,576,7,1084,10000
413,577,7,1084,10000
413,578,7,1084,10000
413,579,7,1084,10000
413,580,7,1084,10000
413,581,7,1084,10000
413,582,7,1084,10000
413,583,7,1084,10000
413,584,7,1084,10000
413,585,7,1084,10000
413,586,7,1084,10000
413,587,7,1084,10000
413,588,7,1084,10000
413,589,7,1084,10000
413,590,7,1084,10000
413,591,7,1084,10000
413,592,7,1084,10000
413,593,7,1084,10000
413,594,7,1084,10000
413,595,7,1084,10000
413,596,7,1084,10000
413,597,7,1084,10000
413,598,7,1084,10000
413,599,7,1084,10000
413,600,7,1084,10000
414,563,7,1084,10000
414,564,7,1084,10000
414,565,7,1084,10000
414,566,7,1084,10000
414,567,7,1084,10000
414,568,7,1084,10000
414,569,7,1084,10000
414,570,7,1084,10000
414,571,7,1084,10000
414,572,7,1084,10000
414,573,7,1084,10000
414,574,7,1084,10000
414,575,7,1084,10000
414,576,7,1084,10000
414,577,7,1084,10000
414,578,7,1084,10000
414,579,7,1084,10000
414,580,7,1084,10000
414,581,7,1084,10000
414,582,7,1084,10000
414,583,7,1084,10000
414,584,7,1084,10000
414,585,7,1084,10000
414,586,7,1084,10000
414,587,7,1084,10000
414,588,7,1084,10000
414,589,7,1084,10000
414,590,7,1084,10000
414,591,7,1084,10000
414,592,7,1084,10000
414,593,7,1084,10000
414,594,7,1084,10000
414,595,7,1084,10000
414,596,7,1084,10000
414,597,7,1084,10000
414,598,7,1084,10000
414,599,7,1084,10000
414,600,7,1084,10000
415,563,7,1084,10000
415,564,7,1084,10000
415,565,7,1084,10000
415,566,7,1084,10000
415,567,7,1084,10000
415,568,7,1084,10000
415,569,7,1084,10000
415,570,7,1084,10000
415,571,7,1084,10000
415,572,7,1084,10000
415,573,7,1084,10000
415,574,7,1084,10000
415,575,7,1084,10000
415,576,7,1084,10000
415,577,7,1084,10000
415,578,7,1084,10000
415,579,7,1084,10000
415,580,7,1084,10000
415,581,7,1084,10000
415,582,7,1084,10000
415,583,7,1084,10000
415,584,7,1084,10000
415,585,7,1084,10000
415,586,7,1084,10000
415,587,7,1084,10000
415,588,7,1084,10000
415,589,7,1084,10000
415,590,7,1084,10000
415,591,7,1084,10000
415,592,7,1084,10000
415,593,7,1084,10000
415,594,7,1084,10000
415,595,7,1084,10000
415,596,7,1084,10000
415,597,7,1084,10000
415,598,7,1084,10000
415,599,7,1084,10000
415,600,7,1084,10000
416,563,7,1084,10000
416,564,7,1084,10000
416,565,7,1084,10000
416,566,7,1084,10000
416,567,7,1084,10000
416,568,7,1084,10000
416,569,7,1084,10000
416,570,7,1084,10000
416,571,7,1084,10000
416,572,7,1084,10000
416,573,7,1084,10000
416,574,7,1084,10000
416,575,7,1084,10000
416,576,7,1084,10000
416,577,7,1084,10000
416,578,7,1084,10000
416,579,7,1084,10000
416,580,7,1084,10000
416,581,7,1084,10000
416,582,7,1084,10000
416,583,7,1084,10000
416,584,7,1084,10000
416,585,7,1084,10000
416,586,7,1084,10000
416,587,7,1084,10000
416,588,7,1084,10000
416,589,7,1084,10000
416,590,7,1084,10000
416,591,7,1084,10000
416,592,7,1084,10000
416,593,7,1084,10000
416,594,7,1084,10000
416,595,7,1084,10000
416,596,7,1084,10000
416,597,7,1084,10000
416,598,7,1084,10000
416,599,7,1084,10000
416,600,7,1084,10000
417,589,7,1084,10000
417,590,7,1084,10000
417,591,7,1084,10000
417,592,7,1084,10000
417,593,7,1084,10000
417,594,7,1084,10000
417,597,7,1084,10000
417,598,7,1084,10000
417,599,7,1084,10000
417,600,7,1084,10000
